,Partner,Reporter,Trade Flow,Trade Value (US$)
813,france,canada,export,148098276.0
814,france,canada,import,159577688.0
815,france,chile,export,229559588.0
816,france,chile,import,20582379.0
817,france,china,export,384723466.0
818,france,china,import,495153568.0
819,france,czechia,export,100135958.0
820,france,czechia,import,189333432.0
821,france,denmark,export,543876377.0
822,france,denmark,import,481203672.0
823,france,estonia,export,5007161.0
824,france,estonia,import,23114176.0
825,france,finland,export,40598825.0
826,france,finland,import,172509866.0
827,france,france,import,434739993.0
828,france,germany,export,6240341159.0
829,france,germany,import,5915089686.0
830,france,greece,export,179321637.0
831,france,greece,import,1122000939.0
832,france,hungary,export,204853000.0
833,france,hungary,import,154700000.0
834,france,iceland,export,87765786.0
835,france,iceland,import,15775408.0
836,france,ireland,export,725164564.0
837,france,ireland,import,467963838.0
838,france,israel,export,118574000.0
839,france,israel,import,115366000.0
840,france,italy,export,3580417976.0
841,france,italy,import,6548716286.0
842,france,japan,export,21665400.0
843,france,japan,import,507096032.0
844,france,latvia,export,13240861.0
845,france,latvia,import,15692991.0
846,france,lithuania,export,51591860.0
847,france,lithuania,import,39398651.0
848,france,luxembourg,export,167903257.0
849,france,luxembourg,import,549286797.0
850,france,mexico,export,49949099.0
851,france,mexico,import,63199277.0
852,france,netherlands,export,4883987772.0
853,france,netherlands,import,3465589264.0
854,france,new zealand,export,251230882.0
855,france,new zealand,import,22807691.0
856,france,norway,export,729784094.0
857,france,norway,import,192141998.0
858,france,poland,export,561788749.0
859,france,poland,import,458278093.0
860,france,portugal,export,335054886.0
861,france,portugal,import,1006401842.0
862,france,rep. of korea,export,12641675.0
863,france,rep. of korea,import,203744652.0
864,france,slovakia,export,51988009.0
865,france,slovakia,import,76888855.0
866,france,slovenia,export,13550953.0
867,france,slovenia,import,38553248.0
868,france,spain,export,6557620018.0
869,france,spain,import,5165248734.0
870,france,sweden,export,437250781.0
871,france,sweden,import,356812533.0
872,france,switzerland,export,629618634.0
873,france,switzerland,import,1213552888.0
874,france,turkey,export,364745910.0
875,france,turkey,import,95979366.0
876,france,united kingdom,export,2078334442.0
877,france,united kingdom,import,4313113270.0
878,france,usa,export,541842328.0
879,france,usa,import,533199373.0
880,germany,australia,export,77513705.0
881,germany,australia,import,160712132.0
882,germany,austria,export,2823003415.0
883,germany,austria,import,4141145335.0
884,germany,belgium,export,5927347346.0
885,germany,belgium,import,3551654124.0
886,germany,brazil,export,2041754037.0
887,germany,brazil,import,86271005.0
888,germany,canada,export,152348296.0
889,germany,canada,import,155746403.0
890,germany,chile,export,433566899.0
891,germany,chile,import,29503220.0
892,germany,china,export,1169253265.0
893,germany,china,import,105941317.0
894,germany,czechia,export,934025707.0
895,germany,czechia,import,1491168292.0
896,germany,denmark,export,3492254215.0
897,germany,denmark,import,2495537835.0
898,germany,estonia,export,45171140.0
899,germany,estonia,import,81882897.0
900,germany,finland,export,106053305.0
901,germany,finland,import,592691557.0
902,germany,france,export,5923782122.0
903,germany,france,import,5452924184.0
904,germany,greece,export,774339594.0
905,germany,greece,import,1200659399.0
906,germany,hungary,export,788511000.0
907,germany,hungary,import,910282000.0
908,germany,iceland,export,93763046.0
909,germany,iceland,import,22533760.0
910,germany,ireland,export,389345535.0
911,germany,ireland,import,515290568.0
912,germany,israel,export,119384000.0
913,germany,israel,import,188433000.0
914,germany,italy,export,5497214913.0
915,germany,italy,import,6130591961.0
916,germany,japan,export,26852490.0
917,germany,japan,import,255989895.0
918,germany,latvia,export,90819009.0
919,germany,latvia,import,122494373.0
920,germany,lithuania,export,269710043.0
921,germany,lithuania,import,251544327.0
922,germany,luxembourg,export,480649556.0
923,germany,luxembourg,import,271335103.0
924,germany,mexico,export,94047167.0
925,germany,mexico,import,27915020.0
926,germany,netherlands,export,14955283542.0
927,germany,netherlands,import,7584089348.0
928,germany,new zealand,export,440627092.0
929,germany,new zealand,import,25304187.0
930,germany,norway,export,255571948.0
931,germany,norway,import,352581944.0
932,germany,poland,export,3524439140.0
933,germany,poland,import,2634306920.0
934,germany,portugal,export,95578417.0
935,germany,portugal,import,521321771.0
936,germany,rep. of korea,export,9911609.0
937,germany,rep. of korea,import,63136835.0
938,germany,slovakia,export,113426526.0
939,germany,slovakia,import,349531875.0
940,germany,slovenia,export,28930988.0
941,germany,slovenia,import,236984082.0
942,germany,spain,export,4150361289.0
943,germany,spain,import,2202570085.0
944,germany,sweden,export,452972328.0
945,germany,sweden,import,1210919155.0
946,germany,switzerland,export,1023762612.0
947,germany,switzerland,import,1449295154.0
948,germany,turkey,export,1016432129.0
949,germany,turkey,import,208081338.0
950,germany,united kingdom,export,1136513451.0
951,germany,united kingdom,import,4205279650.0
952,germany,usa,export,883712594.0
953,germany,usa,import,755331688.0
954,greece,australia,export,3961855.0
955,greece,australia,import,55817177.0
956,greece,austria,export,66457932.0
957,greece,austria,import,58999277.0
958,greece,belgium,export,344695069.0
959,greece,belgium,import,54171232.0
960,greece,brazil,export,153374400.0
961,greece,brazil,import,517269.0
962,greece,canada,export,32591042.0
963,greece,canada,import,44815797.0
964,greece,chile,export,17495644.0
965,greece,chile,import,88408.0
966,greece,china,export,38442245.0
967,greece,china,import,2219261.0
968,greece,czechia,export,12455118.0
969,greece,czechia,import,52255360.0
970,greece,denmark,export,230333781.0
971,greece,denmark,import,36303059.0
972,greece,estonia,export,2041847.0
973,greece,estonia,import,1769757.0
974,greece,finland,export,14183951.0
975,greece,finland,import,28068919.0
976,greece,france,export,1051215036.0
977,greece,france,import,179826205.0
978,greece,germany,export,1039863219.0
979,greece,germany,import,785711317.0
980,greece,hungary,export,139745000.0
981,greece,hungary,import,29204000.0
982,greece,iceland,export,22837886.0
983,greece,iceland,import,184953.0
984,greece,ireland,export,39825372.0
985,greece,ireland,import,7271567.0
986,greece,israel,export,9345000.0
987,greece,israel,import,15137000.0
988,greece,italy,export,880398089.0
989,greece,italy,import,545630892.0
990,greece,japan,export,470701.0
991,greece,japan,import,29181504.0
992,greece,latvia,export,209819.0
993,greece,latvia,import,5053691.0
994,greece,lithuania,export,785143.0
995,greece,lithuania,import,12460434.0
996,greece,luxembourg,export,1478868.0
997,greece,luxembourg,import,1209987.0
998,greece,mexico,export,7186145.0
999,greece,mexico,import,5499519.0
1000,greece,netherlands,export,1056854502.0
1001,greece,netherlands,import,123152549.0
1002,greece,new zealand,export,37607132.0
1003,greece,new zealand,import,3008834.0
1004,greece,norway,export,35790294.0
1005,greece,norway,import,13596715.0
1006,greece,poland,export,84157171.0
1007,greece,poland,import,117465029.0
1008,greece,portugal,export,13481309.0
1009,greece,portugal,import,42048142.0
1010,greece,rep. of korea,export,672714.0
1011,greece,rep. of korea,import,3850027.0
1012,greece,slovakia,export,7117413.0
1013,greece,slovakia,import,16772911.0
1014,greece,slovenia,export,1462580.0
1015,greece,slovenia,import,16540235.0
1016,greece,spain,export,389439718.0
1017,greece,spain,import,133697849.0
1018,greece,sweden,export,56388496.0
1019,greece,sweden,import,65061494.0
1020,greece,switzerland,export,25214197.0
1021,greece,switzerland,import,42801612.0
1022,greece,turkey,export,144250430.0
1023,greece,turkey,import,51668198.0
1024,greece,united kingdom,export,158410845.0
1025,greece,united kingdom,import,331540937.0
1026,greece,usa,export,85337360.0
1027,greece,usa,import,208071364.0
1028,hungary,australia,export,70346.0
1029,hungary,australia,import,4464654.0
1030,hungary,austria,export,383474976.0
1031,hungary,austria,import,438916653.0
1032,hungary,belgium,export,166469328.0
1033,hungary,belgium,import,108505781.0
1034,hungary,brazil,export,7098778.0
1035,hungary,brazil,import,504078.0
1036,hungary,canada,export,5760501.0
1037,hungary,canada,import,3721870.0
1038,hungary,chile,export,1862298.0
1039,hungary,chile,import,674399.0
1040,hungary,china,export,13126358.0
1041,hungary,china,import,1713452.0
1042,hungary,czechia,export,256737674.0
1043,hungary,czechia,import,237775068.0
1044,hungary,denmark,export,38549105.0
1045,hungary,denmark,import,24928941.0
1046,hungary,estonia,export,997416.0
1047,hungary,estonia,import,16150614.0
1048,hungary,finland,export,923750.0
1049,hungary,finland,import,15316472.0
1050,hungary,france,export,168045242.0
1051,hungary,france,import,210001809.0
1052,hungary,germany,export,867985850.0
1053,hungary,germany,import,927102056.0
1054,hungary,greece,export,42637187.0
1055,hungary,greece,import,155952209.0
1056,hungary,iceland,import,874692.0
1057,hungary,ireland,export,10255260.0
1058,hungary,ireland,import,4146880.0
1059,hungary,israel,export,4212000.0
1060,hungary,israel,import,43406000.0
1061,hungary,italy,export,320582054.0
1062,hungary,italy,import,604273840.0
1063,hungary,japan,export,119703.0
1064,hungary,japan,import,68757406.0
1065,hungary,latvia,export,765116.0
1066,hungary,latvia,import,24884057.0
1067,hungary,lithuania,export,6780465.0
1068,hungary,lithuania,import,42199422.0
1069,hungary,luxembourg,export,1032513.0
1070,hungary,luxembourg,import,899021.0
1071,hungary,mexico,export,80695.0
1072,hungary,mexico,import,1033294.0
1073,hungary,netherlands,export,322083321.0
1074,hungary,netherlands,import,166344866.0
1075,hungary,new zealand,export,146701.0
1076,hungary,new zealand,import,207896.0
1077,hungary,norway,export,289995.0
1078,hungary,norway,import,7571014.0
1079,hungary,poland,export,482162589.0
1080,hungary,poland,import,307247437.0
1081,hungary,portugal,export,4659758.0
1082,hungary,portugal,import,15309816.0
1083,hungary,rep. of korea,export,101682.0
1084,hungary,rep. of korea,import,56799562.0
1085,hungary,slovakia,export,437180379.0
1086,hungary,slovakia,import,270128915.0
1087,hungary,slovenia,export,50142009.0
1088,hungary,slovenia,import,203140648.0
1089,hungary,spain,export,149698117.0
1090,hungary,spain,import,71085797.0
1091,hungary,sweden,export,11882122.0
1092,hungary,sweden,import,35392415.0
1093,hungary,switzerland,export,11370814.0
1094,hungary,switzerland,import,87678251.0
1095,hungary,turkey,export,23256693.0
1096,hungary,turkey,import,116532112.0
1097,hungary,united kingdom,export,74831816.0
1098,hungary,united kingdom,import,139115070.0
1099,hungary,usa,export,23148519.0
1100,hungary,usa,import,18173814.0
1101,iceland,australia,export,37888.0
1102,iceland,australia,import,500096.0
1103,iceland,austria,export,1219005.0
1104,iceland,austria,import,771269.0
1105,iceland,belgium,export,13479383.0
1106,iceland,belgium,import,74695332.0
1107,iceland,brazil,export,506255.0
1108,iceland,brazil,import,7389930.0
1109,iceland,canada,export,14903890.0
1110,iceland,canada,import,17392601.0
1111,iceland,chile,export,364498.0
1112,iceland,chile,import,340399.0
1113,iceland,china,export,335545.0
1114,iceland,china,import,30174202.0
1115,iceland,czechia,export,211619.0
1116,iceland,czechia,import,3193823.0
1117,iceland,denmark,export,66367240.0
1118,iceland,denmark,import,95369390.0
1119,iceland,estonia,import,1914806.0
1120,iceland,finland,export,464167.0
1121,iceland,finland,import,8599494.0
1122,iceland,france,export,10670991.0
1123,iceland,france,import,100487604.0
1124,iceland,germany,export,52583919.0
1125,iceland,germany,import,100969759.0
1126,iceland,greece,export,27815.0
1127,iceland,greece,import,12632830.0
1128,iceland,hungary,export,41000.0
1129,iceland,ireland,export,1292943.0
1130,iceland,ireland,import,6198086.0
1131,iceland,israel,export,14000.0
1132,iceland,israel,import,5806000.0
1133,iceland,italy,export,5569621.0
1134,iceland,italy,import,330720.0
1135,iceland,japan,export,133129.0
1136,iceland,japan,import,127676272.0
1137,iceland,latvia,export,122600.0
1138,iceland,latvia,import,2021870.0
1139,iceland,lithuania,export,34623.0
1140,iceland,lithuania,import,15253052.0
1141,iceland,luxembourg,export,193546.0
1142,iceland,luxembourg,import,420823.0
1143,iceland,mexico,export,118.0
1144,iceland,mexico,import,588423.0
1145,iceland,netherlands,export,55926781.0
1146,iceland,netherlands,import,176454459.0
1147,iceland,new zealand,export,1109838.0
1148,iceland,new zealand,import,112060.0
1149,iceland,norway,export,30387097.0
1150,iceland,norway,import,97743393.0
1151,iceland,poland,export,2267377.0
1152,iceland,poland,import,37102092.0
1153,iceland,portugal,export,42275.0
1154,iceland,portugal,import,40258938.0
1155,iceland,rep. of korea,export,674266.0
1156,iceland,rep. of korea,import,9701865.0
1157,iceland,slovakia,import,264593.0
1158,iceland,slovenia,export,15404.0
1159,iceland,slovenia,import,205000.0
1160,iceland,spain,export,3926688.0
1161,iceland,spain,import,184469821.0
1162,iceland,sweden,export,17884620.0
1163,iceland,sweden,import,19543742.0
1164,iceland,switzerland,export,4068703.0
1165,iceland,switzerland,import,6918359.0
1166,iceland,turkey,export,71041.0
1167,iceland,turkey,import,1655755.0
1168,iceland,united kingdom,export,28612483.0
1169,iceland,united kingdom,import,618492674.0
1170,iceland,usa,export,21437153.0
1171,iceland,usa,import,104802761.0
1172,india,australia,export,133767634.0
1173,india,australia,import,126862562.0
1174,india,austria,export,534346.0
1175,india,austria,import,32579540.0
1176,india,belgium,export,9901523.0
1177,india,belgium,import,197333795.0
1178,india,brazil,export,64880553.0
1179,india,brazil,import,15361572.0
1180,india,canada,export,403593944.0
1181,india,canada,import,175667715.0
1182,india,chile,export,14371861.0
1183,india,chile,import,2606032.0
1184,india,china,export,119386362.0
1185,india,china,import,404109918.0
1186,india,czechia,export,909670.0
1187,india,czechia,import,16214658.0
1188,india,denmark,export,9101480.0
1189,india,denmark,import,33583478.0
1190,india,estonia,export,51799.0
1191,india,estonia,import,4804432.0
1192,india,finland,export,373057.0
1193,india,finland,import,11205971.0
1194,india,france,export,38785231.0
1195,india,france,import,325399660.0
1196,india,germany,export,11214210.0
1197,india,germany,import,406343282.0
1198,india,greece,export,344694.0
1199,india,greece,import,108007057.0
1200,india,hungary,export,78000.0
1201,india,hungary,import,8100000.0
1202,india,iceland,import,1429481.0
1203,india,ireland,export,3870162.0
1204,india,ireland,import,11903335.0
1205,india,israel,export,2204000.0
1206,india,israel,import,37419000.0
1207,india,italy,export,16677020.0
1208,india,italy,import,313097370.0
1209,india,japan,export,2825988.0
1210,india,japan,import,909660370.0
1211,india,latvia,export,48267.0
1212,india,latvia,import,4039761.0
1213,india,lithuania,export,444142.0
1214,india,lithuania,import,9107470.0
1215,india,luxembourg,export,7.0
1216,india,luxembourg,import,1024691.0
1217,india,mexico,export,1249982.0
1218,india,mexico,import,20338549.0
1219,india,netherlands,export,31963423.0
1220,india,netherlands,import,318261350.0
1221,india,new zealand,export,11114656.0
1222,india,new zealand,import,23911329.0
1223,india,norway,export,858766.0
1224,india,norway,import,33199165.0
1225,india,poland,export,2803223.0
1226,india,poland,import,46066763.0
1227,india,portugal,export,920685.0
1228,india,portugal,import,54204836.0
1229,india,rep. of korea,export,2800574.0
1230,india,rep. of korea,import,465055120.0
1231,india,slovakia,export,833.0
1232,india,slovakia,import,5255087.0
1233,india,slovenia,import,5096317.0
1234,india,spain,export,7476877.0
1235,india,spain,import,276764373.0
1236,india,sweden,export,105320.0
1237,india,sweden,import,19739102.0
1238,india,switzerland,export,3853012.0
1239,india,switzerland,import,57016024.0
1240,india,turkey,export,5865669.0
1241,india,turkey,import,38033392.0
1242,india,united kingdom,export,20331733.0
1243,india,united kingdom,import,595894294.0
1244,india,usa,export,336894202.0
1245,india,usa,import,1084339051.0
1246,ireland,australia,export,4614723.0
1247,ireland,australia,import,429667065.0
1248,ireland,austria,export,18345190.0
1249,ireland,austria,import,101197117.0
1250,ireland,belgium,export,262485530.0
1251,ireland,belgium,import,278474563.0
1252,ireland,brazil,export,112131113.0
1253,ireland,brazil,import,1039882.0
1254,ireland,canada,export,19511621.0
1255,ireland,canada,import,48002957.0
1256,ireland,chile,export,14809842.0
1257,ireland,chile,import,2803713.0
1258,ireland,china,export,11705684.0
1259,ireland,china,import,73321516.0
1260,ireland,czechia,export,5527725.0
1261,ireland,czechia,import,27070841.0
1262,ireland,denmark,export,93084093.0
1263,ireland,denmark,import,217562585.0
1264,ireland,estonia,export,95143.0
1265,ireland,estonia,import,2186411.0
1266,ireland,finland,export,7947613.0
1267,ireland,finland,import,28501294.0
1268,ireland,france,export,512623545.0
1269,ireland,france,import,783802430.0
1270,ireland,germany,export,524776388.0
1271,ireland,germany,import,1332322543.0
1272,ireland,greece,export,7050241.0
1273,ireland,greece,import,48251387.0
1274,ireland,hungary,export,6638000.0
1275,ireland,hungary,import,10719000.0
1276,ireland,iceland,export,10984031.0
1277,ireland,iceland,import,14067443.0
1278,ireland,israel,export,7488000.0
1279,ireland,israel,import,90202000.0
1280,ireland,italy,export,128249511.0
1281,ireland,italy,import,498425115.0
1282,ireland,japan,export,1312605.0
1283,ireland,japan,import,35214064.0
1284,ireland,latvia,export,1802299.0
1285,ireland,latvia,import,790948.0
1286,ireland,lithuania,export,13894048.0
1287,ireland,lithuania,import,3405181.0
1288,ireland,luxembourg,export,654606.0
1289,ireland,luxembourg,import,1654606.0
1290,ireland,mexico,export,396086.0
1291,ireland,mexico,import,76268726.0
1292,ireland,netherlands,export,668066636.0
1293,ireland,netherlands,import,471185699.0
1294,ireland,new zealand,export,9774003.0
1295,ireland,new zealand,import,33301126.0
1296,ireland,norway,export,3748166.0
1297,ireland,norway,import,18273441.0
1298,ireland,poland,export,122908858.0
1299,ireland,poland,import,72322957.0
1300,ireland,portugal,export,19025670.0
1301,ireland,portugal,import,97906410.0
1302,ireland,rep. of korea,export,288335.0
1303,ireland,rep. of korea,import,32229688.0
1304,ireland,slovakia,export,1318979.0
1305,ireland,slovakia,import,866276.0
1306,ireland,slovenia,export,36673.0
1307,ireland,slovenia,import,2713119.0
1308,ireland,spain,export,139379353.0
1309,ireland,spain,import,942611041.0
1310,ireland,sweden,export,9425722.0
1311,ireland,sweden,import,310596472.0
1312,ireland,switzerland,export,16517814.0
1313,ireland,switzerland,import,102886129.0
1314,ireland,turkey,export,15555173.0
1315,ireland,turkey,import,20434864.0
1316,ireland,united kingdom,export,4316022319.0
1317,ireland,united kingdom,import,4886393428.0
1318,ireland,usa,export,315436541.0
1319,ireland,usa,import,146032548.0
1320,israel,australia,export,37064784.0
1321,israel,australia,import,13337973.0
1322,israel,austria,export,3627114.0
1323,israel,austria,import,22099136.0
1324,israel,belgium,export,79107212.0
1325,israel,belgium,import,103348567.0
1326,israel,brazil,export,235668882.0
1327,israel,brazil,import,932019.0
1328,israel,canada,export,13942083.0
1329,israel,canada,import,17809131.0
1330,israel,chile,export,17449546.0
1331,israel,chile,import,502879.0
1332,israel,china,export,114723776.0
1333,israel,china,import,12904567.0
1334,israel,czechia,export,2237484.0
1335,israel,czechia,import,15756630.0
1336,israel,denmark,export,26740955.0
1337,israel,denmark,import,3464520.0
1338,israel,estonia,export,72101.0
1339,israel,estonia,import,2206500.0
1340,israel,finland,export,2127453.0
1341,israel,finland,import,17339751.0
1342,israel,france,export,96783852.0
1343,israel,france,import,311839130.0
1344,israel,germany,export,113651894.0
1345,israel,germany,import,233553451.0
1346,israel,greece,export,14399683.0
1347,israel,greece,import,7895490.0
1348,israel,hungary,export,46979000.0
1349,israel,hungary,import,3817000.0
1350,israel,iceland,export,292252.0
1351,israel,iceland,import,1557719.0
1352,israel,ireland,export,38215353.0
1353,israel,ireland,import,16102292.0
1354,israel,italy,export,117012894.0
1355,israel,italy,import,48227625.0
1356,israel,japan,export,1709271.0
1357,israel,japan,import,49695977.0
1358,israel,latvia,export,1903366.0
1359,israel,latvia,import,3784264.0
1360,israel,lithuania,export,9075615.0
1361,israel,lithuania,import,4350065.0
1362,israel,luxembourg,export,13843.0
1363,israel,luxembourg,import,587299.0
1364,israel,mexico,export,10359625.0
1365,israel,mexico,import,5095740.0
1366,israel,netherlands,export,130181949.0
1367,israel,netherlands,import,177798279.0
1368,israel,new zealand,export,4253793.0
1369,israel,new zealand,import,1223985.0
1370,israel,norway,export,38909340.0
1371,israel,norway,import,24806811.0
1372,israel,poland,export,39082978.0
1373,israel,poland,import,32910809.0
1374,israel,portugal,export,4467052.0
1375,israel,portugal,import,2513087.0
1376,israel,rep. of korea,export,10811985.0
1377,israel,rep. of korea,import,15965455.0
1378,israel,slovakia,export,127213.0
1379,israel,slovakia,import,2649769.0
1380,israel,slovenia,export,219681.0
1381,israel,slovenia,import,2930646.0
1382,israel,spain,export,46421411.0
1383,israel,spain,import,40329390.0
1384,israel,sweden,export,3454635.0
1385,israel,sweden,import,26747908.0
1386,israel,switzerland,export,31669752.0
1387,israel,switzerland,import,22649005.0
1388,israel,turkey,export,110667981.0
1389,israel,turkey,import,12153674.0
1390,israel,united kingdom,export,56857466.0
1391,israel,united kingdom,import,193263489.0
1392,israel,usa,export,662549532.0
1393,israel,usa,import,159795624.0
1394,italy,australia,export,49033526.0
1395,italy,australia,import,308249509.0
1396,italy,austria,export,1466262821.0
1397,italy,austria,import,978728410.0
1398,italy,belgium,export,1313141424.0
1399,italy,belgium,import,884625205.0
1400,italy,brazil,export,915579602.0
1401,italy,brazil,import,59997716.0
1402,italy,canada,export,303161695.0
1403,italy,canada,import,261436632.0
1404,italy,chile,export,231508350.0
1405,italy,chile,import,23773473.0
1406,italy,china,export,378211983.0
1407,italy,china,import,50563655.0
1408,italy,czechia,export,146302360.0
1409,italy,czechia,import,354632559.0
1410,italy,denmark,export,989382709.0
1411,italy,denmark,import,444375531.0
1412,italy,estonia,export,12852146.0
1413,italy,estonia,import,16068521.0
1414,italy,finland,export,14661808.0
1415,italy,finland,import,128510555.0
1416,italy,france,export,6994682585.0
1417,italy,france,import,3772172967.0
1418,italy,germany,export,6425673407.0
1419,italy,germany,import,5617618347.0
1420,italy,greece,export,630562833.0
1421,italy,greece,import,954781075.0
1422,italy,hungary,export,654519000.0
1423,italy,hungary,import,264567000.0
1424,italy,iceland,export,28041660.0
1425,italy,iceland,import,12994457.0
1426,italy,ireland,export,518664171.0
1427,italy,ireland,import,121662204.0
1428,italy,israel,export,55819000.0
1429,italy,israel,import,103029000.0
1430,italy,japan,export,4895399.0
1431,italy,japan,import,545798496.0
1432,italy,latvia,export,6257233.0
1433,italy,latvia,import,33395435.0
1434,italy,lithuania,export,132503637.0
1435,italy,lithuania,import,84456433.0
1436,italy,luxembourg,export,3219095.0
1437,italy,luxembourg,import,63390442.0
1438,italy,mexico,export,95098908.0
1439,italy,mexico,import,50982731.0
1440,italy,netherlands,export,2670272790.0
1441,italy,netherlands,import,679604506.0
1442,italy,new zealand,export,111137334.0
1443,italy,new zealand,import,34384529.0
1444,italy,norway,export,242899045.0
1445,italy,norway,import,201874704.0
1446,italy,poland,export,710954525.0
1447,italy,poland,import,526228539.0
1448,italy,portugal,export,154297945.0
1449,italy,portugal,import,202812687.0
1450,italy,rep. of korea,export,25753918.0
1451,italy,rep. of korea,import,79288658.0
1452,italy,slovakia,export,113285701.0
1453,italy,slovakia,import,123559428.0
1454,italy,slovenia,export,296061459.0
1455,italy,slovenia,import,326474943.0
1456,italy,spain,export,3271311104.0
1457,italy,spain,import,1216993442.0
1458,italy,sweden,export,160966505.0
1459,italy,sweden,import,399613251.0
1460,italy,switzerland,export,381302157.0
1461,italy,switzerland,import,1127637859.0
1462,italy,turkey,export,563842634.0
1463,italy,turkey,import,187426628.0
1464,italy,united kingdom,export,774762265.0
1465,italy,united kingdom,import,2605947147.0
1466,italy,usa,export,585949559.0
1467,italy,usa,import,1199739967.0
1468,japan,australia,export,3677354966.0
1469,japan,australia,import,46776003.0
1470,japan,austria,export,83734540.0
1471,japan,austria,import,2869195.0
1472,japan,belgium,export,214559537.0
1473,japan,belgium,import,6269687.0
1474,japan,brazil,export,1717086473.0
1475,japan,brazil,import,3091710.0
1476,japan,canada,export,2102417352.0
1477,japan,canada,import,52349944.0
1478,japan,chile,export,1175632174.0
1479,japan,chile,import,291340.0
1480,japan,china,export,6825477990.0
1481,japan,china,import,307066361.0
1482,japan,czechia,export,22352615.0
1483,japan,czechia,import,1561303.0
1484,japan,denmark,export,912717600.0
1485,japan,denmark,import,2318840.0
1486,japan,estonia,export,1453524.0
1487,japan,estonia,import,130349.0
1488,japan,finland,export,29838762.0
1489,japan,finland,import,1076400.0
1490,japan,france,export,471056245.0
1491,japan,france,import,39138844.0
1492,japan,germany,export,243559809.0
1493,japan,germany,import,36226435.0
1494,japan,greece,export,25792849.0
1495,japan,greece,import,501778.0
1496,japan,hungary,export,62377000.0
1497,japan,hungary,import,175000.0
1498,japan,iceland,export,75725038.0
1499,japan,iceland,import,143833.0
1500,japan,ireland,export,41294437.0
1501,japan,ireland,import,1831806.0
1502,japan,israel,export,41165000.0
1503,japan,israel,import,2233000.0
1504,japan,italy,export,482223353.0
1505,japan,italy,import,5664728.0
1506,japan,latvia,export,111149.0
1507,japan,latvia,import,19836.0
1508,japan,lithuania,export,1297416.0
1509,japan,lithuania,import,92258.0
1510,japan,luxembourg,export,125766.0
1511,japan,luxembourg,import,258259.0
1512,japan,mexico,export,571474278.0
1513,japan,mexico,import,6468483.0
1514,japan,netherlands,export,450858001.0
1515,japan,netherlands,import,27633771.0
1516,japan,new zealand,export,1084482932.0
1517,japan,new zealand,import,10333374.0
1518,japan,norway,export,395215437.0
1519,japan,norway,import,3481018.0
1520,japan,poland,export,29504991.0
1521,japan,poland,import,1743591.0
1522,japan,portugal,export,21946062.0
1523,japan,portugal,import,311859.0
1524,japan,rep. of korea,export,1097236938.0
1525,japan,rep. of korea,import,426491430.0
1526,japan,slovakia,export,194759.0
1527,japan,slovakia,import,47688.0
1528,japan,slovenia,export,3493.0
1529,japan,slovenia,import,316213.0
1530,japan,spain,export,284558554.0
1531,japan,spain,import,9494325.0
1532,japan,sweden,export,31665744.0
1533,japan,sweden,import,2746130.0
1534,japan,switzerland,export,53534917.0
1535,japan,switzerland,import,6063974.0
1536,japan,turkey,export,171457015.0
1537,japan,turkey,import,1442557.0
1538,japan,united kingdom,export,180952318.0
1539,japan,united kingdom,import,33793900.0
1540,japan,usa,export,11992517401.0
1541,japan,usa,import,591721825.0
1542,latvia,australia,export,5473.0
1543,latvia,australia,import,118630.0
1544,latvia,austria,export,6317121.0
1545,latvia,austria,import,982418.0
1546,latvia,belgium,export,19656771.0
1547,latvia,belgium,import,1628684.0
1548,latvia,brazil,export,31842738.0
1549,latvia,canada,export,2235999.0
1550,latvia,canada,import,194464.0
1551,latvia,chile,export,10941728.0
1552,latvia,china,export,13163176.0
1553,latvia,china,import,230350.0
1554,latvia,czechia,export,5892019.0
1555,latvia,czechia,import,5110778.0
1556,latvia,denmark,export,76918924.0
1557,latvia,denmark,import,33177455.0
1558,latvia,estonia,export,133741598.0
1559,latvia,estonia,import,111290958.0
1560,latvia,finland,export,17693180.0
1561,latvia,finland,import,15952984.0
1562,latvia,france,export,16692415.0
1563,latvia,france,import,18789946.0
1564,latvia,germany,export,115873311.0
1565,latvia,germany,import,106889857.0
1566,latvia,greece,export,4911860.0
1567,latvia,greece,import,740067.0
1568,latvia,hungary,export,16115000.0
1569,latvia,hungary,import,1632000.0
1570,latvia,iceland,export,1068228.0
1571,latvia,iceland,import,825502.0
1572,latvia,ireland,export,65711.0
1573,latvia,ireland,import,2339252.0
1574,latvia,israel,export,6021000.0
1575,latvia,israel,import,1679000.0
1576,latvia,italy,export,28216999.0
1577,latvia,italy,import,5357927.0
1578,latvia,japan,export,150239.0
1579,latvia,japan,import,1726400.0
1580,latvia,lithuania,export,411348842.0
1581,latvia,lithuania,import,261369779.0
1582,latvia,luxembourg,export,24856.0
1583,latvia,luxembourg,import,9174.0
1584,latvia,mexico,export,1968216.0
1585,latvia,netherlands,export,99351709.0
1586,latvia,netherlands,import,22326271.0
1587,latvia,new zealand,export,353617.0
1588,latvia,norway,export,52074941.0
1589,latvia,norway,import,9789218.0
1590,latvia,poland,export,172873639.0
1591,latvia,poland,import,15080839.0
1592,latvia,portugal,export,138271.0
1593,latvia,portugal,import,20872.0
1594,latvia,rep. of korea,export,48189.0
1595,latvia,rep. of korea,import,12.0
1596,latvia,slovakia,export,1321852.0
1597,latvia,slovakia,import,2576492.0
1598,latvia,slovenia,export,719277.0
1599,latvia,slovenia,import,26431.0
